text,emotion
這真的是奇蹟嗎？太讓人震驚了！,驚奇語調
我真不敢相信，居然會發生這樣的事！,驚奇語調
這一切完全超出了我的想像，真的是太神奇了！,驚奇語調
我怎麼都沒想到會有這樣的情節，真是太驚奇了！,驚奇語調
怎麼會有這種人，真讓人感到噁心！,厭惡語調
這樣的行為讓我感到無比厭惡，真想遠離你。,厭惡語調
我真是不想再見到你了，這樣的你讓我討厭。,厭惡語調
你怎麼這麼冷酷，完全不顧別人的感受，真讓人反感。,厭惡語調
這些話聽起來真讓人不舒服，我怎麼能接受！,厭惡語調
我真的是受夠了，這種行為太惡心了。,厭惡語調
每次見到這樣的情況，我都感到無比厭惡。,厭惡語調
這根本不配被原諒，真的讓我感到惡心。,厭惡語調
你的做法簡直令人作嘔，我再也無法忍受。,厭惡語調
我怎麼會這麼傻，居然還想信這種人，真是反感。,厭惡語調
每天早晨，我都會做一杯熱咖啡，開始我的一天。,平淡語氣
這條路我走了很多次，沒有什麼特別的感覺。,平淡語氣
我看著窗外，天氣不錯，但也不會去特別想要改變什麼。,平淡語氣
今天的工作順利結束，回到家裡，還是一如既往的安靜。,平淡語氣
午餐時間，我去了附近的餐廳，吃了點簡單的便當。,平淡語氣
我每天都按時吃飯，照常工作，生活其實很平淡。,平淡語氣
看了一部電影，但沒有太多的感觸，結局也算預料之中。,平淡語氣
他看了看天，然後繼續往前走，沒說什麼。,平淡語氣
這些年來，變的似乎不多，每天還是這麼過。,平淡語氣
我又看了一次那本書，但好像沒有新的發現。,平淡語氣
一切照常，我像平時一樣處理手頭的事。,平淡語氣
不知為何，這次的旅行並沒有帶給我太多新鮮感。,平淡語氣
這個問題也不是第一次遇到，反正都可以解決。,平淡語氣
這裡的風景不錯，但也只是平凡的風景。,平淡語氣
我聽到外面傳來一些聲音，但並不感興趣。,平淡語氣
我只是走進了那家店，沒有什麼特別的原因。,平淡語氣
他每天下班後都會走到同一家咖啡館，點一杯咖啡。,平淡語氣
沒有什麼特別的安排，我只是和朋友吃了個簡單的晚餐。,平淡語氣
我準備出門，但沒有急著去任何地方。,平淡語氣
今天什麼也沒發生，和昨天一樣。,平淡語氣
你看起來有點不舒服，要不要去看看醫生？,關切語調
這些天你怎麼那麼忙，是不是有點累了？,關切語調
我聽說你最近很少睡覺，怎麼回事？,關切語調
如果你覺得累，先休息一下，沒關係的。,關切語調
你最近情況怎麼樣？有沒有什麼需要幫忙的？,關切語調
聽說你最近壓力很大，是不是很不容易？,關切語調
今天你看起來有點焦慮，怎麼了？,關切語調
看來你有點不開心，發生什麼事情了嗎？,關切語調
你的臉色不太好，是不是生病了？,關切語調
你這樣一直工作，會不會太辛苦了？,關切語調
看你今天心情不太好，還是想休息一下嗎？,關切語調
如果你需要的話，隨時可以告訴我，我願意幫忙。,關切語調
你有什麼煩惱嗎？需要說說看嗎？,關切語調
你是不是最近經歷了什麼困難？,關切語調
看起來你有點沮喪，是不是有什麼事情讓你不開心？,關切語調
最近真的很忙吧？記得照顧自己啊，休息是很重要的。,關切語調
你這樣工作到深夜，身體會吃不消的，要不要停一下？,關切語調
如果你不舒服的話，請一定要告訴我。,關切語調
最近有什麼讓你不開心的事情嗎？要不要聊聊？,關切語調
你的眼睛看起來有點紅，是不是沒有休息好？,關切語調
哇，今天的驚喜真的太棒了，我完全沒想到！,開心語調
終於等到這一天，心裡超開心的！,開心語調
真是太高興了，這是我最期待的時刻。,開心語調
這真的是我最喜歡的禮物，謝謝你！,開心語調
你成功了，這太值得慶祝了！,開心語調
這個消息真是讓我又驚又喜，太開心了！,開心語調
這真的是意外的驚喜，讓我超級高興。,開心語調
我居然得到這樣的機會，實在太開心了！,開心語調
我很感激，這一切讓我心情無比愉快。,開心語調
我也沒想到自己能做到這一步，真是太開心了。,開心語調
太好了，我終於實現了目標，心情無比激動。,開心語調
今天見到你，真的是我最開心的一天！,開心語調
這真的是最美好的時刻，我從來沒這麼開心過。,開心語調
怎麼那麼幸運，今天真的是一個快樂的日子。,開心語調
看到你的笑容，我真的覺得一切都變得更美好。,開心語調
這是我最想要的結果，真的是太開心了！,開心語調
我的心情真的是好到爆，沒想到會這麼開心。,開心語調
這是我最期待的時刻，能和你一起分享這份喜悅。,開心語調
每一個人都笑得那麼開心，我也不禁跟著高興。,開心語調
太棒了，我終於成功了，真是太驚喜了！,開心語調
你怎麼可以這樣對待我！我真的忍不住了！,憤怒語調
我已經說過多少次了，你怎麼還是這麼不聽話！,憤怒語調
我再也不想聽到你說這些了，夠了！,憤怒語調
你讓我受夠了，別再惹我了！,憤怒語調
真是氣死我了，這樣怎麼行！,憤怒語調
你這樣做真的是太過分了，我真的快受不了了！,憤怒語調
怎麼可以這麼不負責任？你知不知道這樣會害死我！,憤怒語調
我告訴過你多少次了，為什麼你還是這麼無視我？,憤怒語調
我已經忍耐到極限了，再這樣下去我真的要爆發了！,憤怒語調
你就這麼對待我，我簡直不敢相信！,憤怒語調
怎麼那麼自私！你知不知道這樣的行為讓我有多生氣！,憤怒語調
你完全不理解我的感受，你怎麼這麼不懂事！,憤怒語調
我真的是忍無可忍了，你太過分了！,憤怒語調
這樣的事情居然還能發生，這就是你對待我的方式嗎？,憤怒語調
你根本不在乎我，只顧自己，這讓我非常憤怒！,憤怒語調
怎麼會這樣！我真是看不下去了！,憤怒語調
我不想再聽任何解釋了，事情已經很明白了！,憤怒語調
你到底在幹嘛！這種事怎麼會發生在我們身上？,憤怒語調
怎麼每次都這樣？你真的讓我失望透頂。,憤怒語調
你真的讓我失望透頂。,悲傷語調
我真的沒想到會這樣，心裡痛得無法言喻。,悲傷語調
每當我想到那個畫面，我的心就像被重重壓住一樣。,悲傷語調
怎麼一切都變了，原本的快樂和希望消失得無影無蹤。,悲傷語調
我真的無法理解為什麼會這樣，為什麼一切都變得如此陌生。,悲傷語調
每次回憶起來，心裡的痛覺得像針一樣刺痛著我。,悲傷語調
我好像再也找不回曾經的自己了，心裡總是那麼空洞。,悲傷語調
有些人走了，留下的空白讓我一度無法呼吸。,悲傷語調
失去的感覺比什麼都痛，這種痛是無法治癒的。,悲傷語調
曾經的那些笑聲，現在只剩下我的回音，真的是太淒涼了。,悲傷語調
我以為一切會變好，但現在只剩下我一個人獨自承受。,悲傷語調
每當夜深人靜，我的思緒就會不由自主地回到那一刻。,悲傷語調
我真的不想再回憶那一切，但心裡的傷還是無法忘記。,悲傷語調
好像每走一步，都是在走向深不見底的痛苦。,悲傷語調
這段時間，我好像迷失了自己，對未來感到恐懼。,悲傷語調
就算我努力去忘記，但那份痛還是在心頭揮之不去。,悲傷語調
我曾經多麼希望能和你一起走過未來，但現在的我只能獨自面對。,悲傷語調
那些曾經的美好，現在看來像是一場不再能重回的夢。,悲傷語調
我不想再哭，但每當想到你，眼淚還是忍不住流了出來。,悲傷語調
我好像失去了所有的勇氣，面對這一切，真的好難。,悲傷語調
你說的每一句話都像是沉重的鐵錘，狠狠地打在我心上。,悲傷語調
你真的覺得這樣做是對的嗎？,疑問語調
我怎麼知道你到底在想什麼？,疑問語調
那麼多的問題，到底該怎麼解決呢？,疑問語調
為什麼我總是無法理解你的想法呢？,疑問語調
你有沒有想過，如果這樣下去會發生什麼呢？,疑問語調
你為什麼不告訴我真正的原因呢？,疑問語調
如果我不在你身邊，你會怎麼做呢？,疑問語調
我還有什麼可以做的，才能讓你改變心意？,疑問語調
這一切到底是怎麼發生的，為什麼會變成這樣？,疑問語調
你能告訴我，這一切是否真的只是誤會嗎？,疑問語調
我不明白，為什麼你總是這樣對待我，這是為什麼？,疑問語調
我做錯了什麼嗎，為什麼你要這樣對我？,疑問語調
我們到底是怎麼走到今天這一步的？,疑問語調
你能告訴我，這一切到底有沒有辦法改變？,疑問語調
你心裡到底想的是什麼？為什麼不能告訴我呢？,疑問語調
我真的無法理解你為什麼做出這樣的決定，能解釋一下嗎？,疑問語調
到底發生了什麼，怎麼我什麼都不懂？,疑問語調
這真的是你最後的決定嗎？,疑問語調
我還可以相信你嗎？你真的是這樣的人嗎？,疑問語調
你就這麼輕易地放手了嗎？難道你不覺得遺憾嗎？,疑問語調
這怎麼可能？我完全不敢相信！,驚奇語調
這真是太意外了，居然會發生這樣的事！,驚奇語調
怎麼會這樣？我完全沒想到會是這個結果！,驚奇語調
天啊，這真的太讓人震驚了！,驚奇語調
你居然會做出這種事，太不可思議了！,驚奇語調
我怎麼沒有想到這一點，真是太出乎意料了！,驚奇語調
怎麼可能，這樣的情況根本無法想像！,驚奇語調
我還以為這只是夢，結果竟然是真的！,驚奇語調
天啊，這件事完全打破了我的預期！,驚奇語調
這也太驚人了，怎麼會這樣！,驚奇語調
我從來沒想過會遇到這種情況，太不可思議了！,驚奇語調
你真的這麼做了嗎？這讓我完全無法相信！,驚奇語調
我簡直不敢相信眼前發生的事，這太匪夷所思了！,驚奇語調
原來事情真的是這樣，這一切太出乎意料了！,驚奇語調
我沒想到會是這樣，真的太讓人驚訝了！,驚奇語調
這不是真的吧，怎麼會發生這樣的事？,驚奇語調
這太震撼了，我完全沒有準備好接受這一切！,驚奇語調
怎麼會這麼巧，居然會發生這樣的事！,驚奇語調
我簡直不敢相信，這怎麼可能是真實的！,驚奇語調
這真的是我沒有預料到的，完全顛覆了我的認知！,驚奇語調
這裡的風景不錯，但也沒有什麼特別的地方。,平淡語氣
只是日常的一天，沒什麼值得記住的事情。,平淡語氣
今天吃的就是普通的便當，沒什麼特別。,平淡語氣
我已經很久沒去過那裡了，可能是太忙了。,平淡語氣
我在店裡待了不久，沒什麼可以說的。,平淡語氣
我每天都在同樣的時間起床，做著一樣的事。,平淡語氣
這條路走了不下幾十次，還是一樣熟悉。,平淡語氣
不知道為什麼，我總是習慣這樣過日子。,平淡語氣
今天工作結束後，我就回家休息了。,平淡語氣
一切都平淡無奇，像往常一樣。,平淡語氣
你今天怎麼了？看起來有點不太對勁。,關切語調
你的情況我了解，我們可以再想辦法。,關切語調
最近睡得好嗎？是不是有些疲倦？,關切語調
我聽說你最近很忙，要不要休息一下？,關切語調
你到底發生了什麼事情？看起來很不開心。,關切語調
你有沒有覺得身體不舒服？需要我幫忙嗎？,關切語調
昨天你是不是遇到什麼麻煩了？我有點擔心。,關切語調
你最近怎麼了？怎麼好像心情不太好？,關切語調
要不要我幫你分擔一些事情？看你最近很累。,關切語調
我發現你有點不太對勁，是不是遇到困難了？,關切語調
這個禮物我真的超級喜歡，謝謝你！,開心語調
今天的天氣真好，心情也跟著變好了。,開心語調
好久不見，真的好開心看到你。,開心語調
這個計畫居然真的成功了，太棒了！,開心語調
那場表演真是太精彩了，我至今還在回味。,開心語調
我沒想到今天能遇見你，真是太巧了！,開心語調
今天吃到的那道菜真好吃，心情都變好了。,開心語調
你也覺得這樣很好笑嗎？我們真是太有默契了。,開心語調
這樣的小驚喜，讓我心情一下子就變好了。,開心語調
真是沒想到，我居然能做到這一步，太開心了！,開心語調
怎麼可以這樣對待我？你根本不在乎我！,憤怒語調
我一直都在努力，為什麼你還是這樣看待我！,憤怒語調
怎麼這麼不公平？每次都是我在承擔，為什麼是我！,憤怒語調
我真的受夠了，你怎麼可以這樣對我！,憤怒語調
你根本就不理解我，怎麼會這樣對我！,憤怒語調
這不是我想要的結果，你到底是怎麼想的！,憤怒語調
我不想再聽你說這些謊話了，夠了！,憤怒語調
你為什麼每次都這麼自私，從來不考慮別人的感受！,憤怒語調
這麼簡單的事情，你怎麼總是做不好！,憤怒語調
每次都是我來解決問題，為什麼你從不站出來！,憤怒語調
我真的不想再想這些事了，可是心裡還是很痛。,悲傷語調
有些人走了，心裡空蕩蕩的，什麼都不想做。,悲傷語調
看著你離開，我的世界好像一下子就崩塌了。,悲傷語調
雖然我努力過了，但結果還是這麼不如人意。,悲傷語調
有時候，回憶總是像影子一樣，怎麼也甩不掉。,悲傷語調
我明知道這樣不對，可還是忍不住流眼淚。,悲傷語調
那段時間我過得很痛苦，真的無法形容。,悲傷語調
每當想起那些曾經的幸福，我的心就像被撕裂。,悲傷語調
我努力過，但一切還是回不到從前。,悲傷語調
看著你的背影漸行漸遠，我只覺得心如刀割。,悲傷語調
你真的想這樣做嗎？這會不會太冒險了？,疑問語調
為什麼你不告訴我真相，這樣我怎麼能幫你？,疑問語調
這真的有可能嗎？怎麼會這樣發生？,疑問語調
你到底為什麼要這樣做？有沒有想過後果？,疑問語調
我到底該怎麼做才能解決這個問題？,疑問語調
如果我選擇這樣做，會不會是錯誤的決定？,疑問語調
怎麼會這樣？我到底做錯了什麼嗎？,疑問語調
你為什麼不告訴我你的真實想法？,疑問語調
你真的有準備好面對這一切嗎？,疑問語調
我能相信你嗎？你說的話是真是假？,疑問語調
你真的做到了嗎？這簡直太不可思議了！,驚奇語調
這怎麼可能？我完全沒想到會這樣！,驚奇語調
我竟然沒發現，原來一切都是這樣的！,驚奇語調
我從來沒想過會有這種結果，真是太出乎意料了！,驚奇語調
你真的這樣做了嗎？這太震撼了！,驚奇語調
怎麼可能，這事情完全顛覆了我的理解！,驚奇語調
這怎麼會發生？我完全沒有預見到！,驚奇語調
哇，這真的是意外中的意外！,驚奇語調
我從來沒有見過這樣的事情，太驚人了！,驚奇語調
我完全沒想到，結果竟然會是這樣！,驚奇語調
這種行為我真是看不下去，真的是太過分了。,厭惡語調
你怎麼這麼無理，讓我怎麼去理解你？,厭惡語調
我對這些謊言完全沒有興趣，你到底有沒有想過別人的感受？,厭惡語調
每次聽到這種話，我只覺得反胃。,厭惡語調
我真不明白，為什麼有人會這樣做，真的是太噁心了。,厭惡語調
你怎麼這麼自私，從來不考慮別人，讓我真的是厭煩。,厭惡語調
我真是不想再聽到你說這些了，怎麼那麼不真誠。,厭惡語調
這樣的人真讓我生氣，完全不懂得尊重人。,厭惡語調
為什麼每次都這麼麻煩，真的是沒完沒了。,厭惡語調
我對你已經完全失去耐心了，真的讓人厭煩。,厭惡語調
今天的值班結束得很順利，沒有太多突發狀況。,平淡語氣
他說這段路是他每天上班必經的地方。,平淡語氣
下午的茶點是蛋糕和咖啡，還挺搭配的。,平淡語氣
花市的花開得很鮮艷，雖然品種不多，但很漂亮。,平淡語氣
他翻開書，靜靜地看了幾頁，沒發出一點聲音。,平淡語氣
這件衣服是去年買的，款式有點過時了。,平淡語氣
天色逐漸變暗，他關上窗，準備出門。,平淡語氣
他把信封放進抽屜，沒再多說什麼。,平淡語氣
街上的人潮散去，店舖一個個關了門。,平淡語氣
她一邊聽音樂，一邊清理房間，一切井然有序。,平淡語氣
你還好嗎？今天看起來有點累，要不要休息一下？,關切語調
你的孩子怎麼樣了？病情有沒有好轉？,關切語調
是不是工作壓力太大了？有什麼我可以幫忙的嗎？,關切語調
今天的演習結束得怎麼樣？有沒有什麼問題？,關切語調
這份報告完成得很不錯，但還有一些細節可以改進。,關切語調
你最近的情況還穩定嗎？如果有困難一定要說。,關切語調
天氣變涼了，記得多穿點衣服，不要感冒了。,關切語調
聽說你在公司受了委屈，還好嗎？,關切語調
這個案子是不是遇到了瓶頸？我們再一起看看吧。,關切語調
你一直這麼努力，千萬別太過勉強自己。,關切語調
我真的太開心了，今天收到的禮物完全超出我的期待！,開心語調
那部劇真的太好看了，我們下次一起追吧！,開心語調
你剛剛的表現太棒了，簡直是全場的焦點！,開心語調
今天的天氣真的太舒服了，完全適合郊遊！,開心語調
剛剛買的那家甜點店，味道好到讓我想再去一次！,開心語調
沒想到你這麼會講笑話，笑得我眼淚都出來了！,開心語調
這場比賽居然逆轉了，真的太讓人興奮了！,開心語調
我們的努力終於得到了回報，這一刻真的值得慶祝！,開心語調
你知道嗎？他竟然主動找我聊起來，超驚喜的！,開心語調
這趟旅程真的太值得了，每一刻都超級美好！,開心語調
你怎麼可以這樣！這根本就是在欺負人！,憤怒語調
我真的受夠了，為什麼總是我來承受這些？,憤怒語調
你知不知道這麼做會給別人帶來多大的麻煩！,憤怒語調
這件事我已經說過很多次了，你為什麼就是不聽？,憤怒語調
怎麼每次出事的時候你都能置身事外？,憤怒語調
這麼不負責任的態度，你到底是怎麼想的？,憤怒語調
我從沒見過這麼自私的人，簡直讓人無法接受！,憤怒語調
你明明知道後果，為什麼還要做這種事？,憤怒語調
這樣的結果對我來說完全無法接受！,憤怒語調
我真不懂，為什麼總是要把事情搞得這麼複雜！,憤怒語調
我知道這件事再怎麼努力也無法改變，心裡真的很痛。,悲傷語調
他走了以後，整個家就變得空蕩蕩的，再也不一樣了。,悲傷語調
每次想起那些過去的事，眼淚就不自覺地掉下來。,悲傷語調
我真的試過努力，但還是失敗了，無能為力。,悲傷語調
那天是他的生日，可惜我們再也無法一起慶祝了。,悲傷語調
當我看到他們幸福的樣子，心裡的遺憾更深了。,悲傷語調
我真的不明白，為什麼美好的事情總是那麼短暫。,悲傷語調
雖然知道這是無法避免的結局，但還是接受不了。,悲傷語調
每當夜深人靜，我的心就像被什麼東西壓著，喘不過氣。,悲傷語調
我好想再見他一面，可這已經是不可能的事了。,悲傷語調
為什麼我們會走到今天這一步？這一切到底是怎麼開始的？,疑問語調
你怎麼會有這樣的想法？我完全無法理解。,疑問語調
這個方案真的能行得通嗎？有沒有考慮到風險？,疑問語調
他為什麼會突然消失？這中間是不是有什麼隱情？,疑問語調
這樣的結果真的是我們最想要的嗎？,疑問語調
你剛剛說的那些話，是真的嗎？還是只是在敷衍我？,疑問語調
那天晚上你到底去了哪裡？為什麼會不見？,疑問語調
我們這麼努力了，結果為什麼還是這樣？,疑問語調
他是不是有什麼事情瞞著我們？,疑問語調
這樣的選擇真的會讓事情變得更好嗎？,疑問語調
原來這一切都是他策劃的！我完全沒想到！,驚奇語調
你剛剛說的是真的嗎？我簡直不敢相信！,驚奇語調
他居然能做到這種程度，太厲害了吧！,驚奇語調
這個地方居然藏著這麼多秘密，太讓人驚訝了！,驚奇語調
我真的沒想到，你會在這種時候出現！,驚奇語調
這個謎團居然解開了，太不可思議了！,驚奇語調
怎麼可能，這件事情居然是真的！,驚奇語調
他剛剛的表現簡直讓人刮目相看，完全出乎意料！,驚奇語調
我真的沒想到，這樣的小細節居然藏著這麼大的秘密！,驚奇語調
他一直隱藏的秘密竟然是這個，簡直令人震驚！,驚奇語調
每次看到這種事情，我都覺得惡心，簡直無法忍受！,厭惡語調
他居然這麼做，真的是讓人反感到極點！,厭惡語調
這樣的態度根本就是在敷衍人，太讓人失望了！,厭惡語調
我不想再跟這樣的人打交道，太讓人厭惡了！,厭惡語調
他說的那些話，完全就是一派胡言，聽得我想吐。,厭惡語調
為什麼有人會這麼自私，完全不考慮別人的感受！,厭惡語調
這樣的行為簡直是對我們的羞辱，讓人無法接受！,厭惡語調
每次看到他那副樣子，我都忍不住想要遠離他。,厭惡語調
這種人居然還有臉出現在我們面前，真是讓人無語！,厭惡語調
我受夠了這種虛偽的表現，簡直無法再忍受！,厭惡語調
他拿起咖啡杯，喝了一口後繼續翻報紙。,平淡語氣
路邊的花剛開，顏色很鮮豔，看起來像是新種的。,平淡語氣
今天天氣不錯，我們決定到海邊散步。,平淡語氣
他靜靜地坐著，手上的鉛筆不停地轉動。,平淡語氣
我把書包收拾好，準備明天的課。,平淡語氣
陽台上的植物似乎需要澆水了，葉子有些乾。,平淡語氣
他撥開窗簾，看了看外面的街道，沒說話。,平淡語氣
燈光打在牆上的畫作上，顯得格外柔和。,平淡語氣
這家咖啡店的桌椅擺設很簡單，但很有氛圍。,平淡語氣
他穿過馬路時，停下來看了看對面的大廈。,平淡語氣
今天的郵差比平常來得早一些，信件不多。,平淡語氣
她的頭髮剪短了，看起來清爽了不少。,平淡語氣
公車到了站，車上的人一個個下來，步伐很快。,平淡語氣
他把文件整理好放進文件夾，準備交給主管。,平淡語氣
天空很藍，幾片白雲懸在半空中，動也不動。,平淡語氣
書架上的書按顏色排列，看起來像是一幅畫。,平淡語氣
她端著茶杯，輕輕地吹著熱氣，等待它冷卻。,平淡語氣
貓趴在地板上，尾巴有節奏地晃來晃去。,平淡語氣
街邊的小攤上有幾個人在買東西，聲音不大。,平淡語氣
窗外的樹被風吹動，葉子發出沙沙的聲音。,平淡語氣
她把書放進背包，然後拿起鑰匙準備出門。,平淡語氣
他把手錶的時間調了一下，確保沒有遲到。,平淡語氣
街燈亮了，行人漸漸少了，街道變得安靜。,平淡語氣
他把水壺裝滿水，放在背包的側袋裡。,平淡語氣
今天早上早餐很簡單，只有一片吐司和一杯茶。,平淡語氣
他的筆記本上記滿了密密麻麻的字，看起來很用心。,平淡語氣
她輕輕地把書合上，然後抬頭看向窗外。,平淡語氣
桌上的蛋糕切了一半，另一半還完整地放著。,平淡語氣
他用手機查了一下地圖，確定路線後才出發。,平淡語氣
她的手機震動了一下，她看了眼屏幕，沒有回應。,平淡語氣
你今天怎麼了？看起來有些不對勁。,關切語調
昨天你回家後沒事吧？我有點擔心。,關切語調
這份資料是不是有什麼地方需要修改？,關切語調
你的傷口還疼嗎？藥換了嗎？,關切語調
他最近的情況怎麼樣了？是不是還需要幫忙？,關切語調
你這幾天都在加班，有沒有好好休息？,關切語調
這麼大的事，為什麼不早點跟我說？,關切語調
你是不是在為那件事煩心？要不要聊聊？,關切語調
天氣這麼冷，你穿得這麼少，不怕感冒嗎？,關切語調
你手上拿的是什麼？需要我幫你提嗎？,關切語調
你是不是還沒吃午飯？我們去吃點東西吧。,關切語調
他剛剛看起來好像有點不舒服，你注意到了嗎？,關切語調
這件事處理起來會不會太累？要不要換個方式？,關切語調
最近的天氣不好，你的過敏是不是又犯了？,關切語調
家裡的燈壞了好幾天，你找人修了嗎？,關切語調
你的報告準備得怎麼樣？有沒有需要幫忙的地方？,關切語調
她一個人回家不太安全，你要不要陪她？,關切語調
孩子的成績有沒有進步？你是不是要再多輔導他一下？,關切語調
這條路晚上走起來不太安全，要不我們繞遠一點吧。,關切語調
你昨天晚上怎麼一直沒回消息？是不是發生什麼了？,關切語調
你的眼睛怎麼紅紅的？是不是休息不夠？,關切語調
我聽說你最近有些不開心，是不是有什麼事？,關切語調
你的腳怎麼腫成這樣？是不是扭到了？,關切語調
你搬家的事進展得怎麼樣？需不需要人手幫忙？,關切語調
他今天的狀態不太好，需不需要去看醫生？,關切語調
這麼冷的天氣，你確定不要加件衣服？,關切語調
我看你剛剛走路的樣子，好像有點不穩，要不要檢查一下？,關切語調
這件事情交給你是不是壓力太大？需要分擔嗎？,關切語調
你早上沒吃東西吧？要不要買點東西補充一下？,關切語調
他剛剛說的話是不是有些過分？你不要放在心上。,關切語調
今天的天空真藍，連雲朵都像是在微笑！,開心語調
哇，我的最愛竟然是你準備的，太棒了！,開心語調
謝謝你記得我的生日，我真的很感動！,開心語調
我剛剛收到了一個超好的消息，忍不住想和你分享！,開心語調
這場電影真的太好看了，我完全沉浸在故事裡！,開心語調
終於可以放假了，我們要不要計劃個旅行？,開心語調
剛剛那家甜品店的蛋糕太好吃了，改天再去！,開心語調
哇，你畫的這幅畫真的超美的，像專業藝術家一樣！,開心語調
這個遊戲我終於過關了，快來看看我的紀錄！,開心語調
你的建議真的太實用了，解決了我的大問題！,開心語調
我剛收到了一份意外的禮物，真的太驚喜了！,開心語調
剛剛散步的那條小路景色太美了，真希望你也能一起看到！,開心語調
我學會了烘焙，這次的麵包你一定要嘗嘗！,開心語調
我們終於完成了這個項目，真的太有成就感了！,開心語調
今天天氣太好了，真適合出去野餐！,開心語調
你的笑容真的會傳染，我的心情都跟著變好了！,開心語調
他剛剛那個笑話真是笑死我了，太有才了！,開心語調
這次的考試成績超出預期，我太開心了！,開心語調
我終於買到了心儀已久的那雙鞋，太開心了！,開心語調
今天的聚會超有趣，大家都玩得很開心！,開心語調
這段音樂聽起來讓人心情特別愉快，你也聽聽看！,開心語調
這是我一直想看的書，終於找到了！,開心語調
你的設計真的太有創意了，讓我大開眼界！,開心語調
朋友送的手作卡片真的太用心了，感動到不行！,開心語調
你推薦的那家餐廳真的好棒，菜好吃又服務好！,開心語調
今天的早晨特別舒服，感覺一切都很美好！,開心語調
孩子剛學會了騎腳踏車，看到他那麼高興我也很開心！,開心語調
我們家養的小狗今天第一次打滾，真的超可愛！,開心語調
昨晚的煙火秀太美了，真希望下次也能和你一起看！,開心語調
這份禮物真的是最好的驚喜，謝謝你！,開心語調
為什麼總是我在收拾爛攤子？,憤怒語調
你說過會負責的，現在是什麼意思！,憤怒語調
我已經忍耐很久了，你還要我怎麼樣？,憤怒語調
每次都這樣，你根本沒在改變！,憤怒語調
這種事情你都能忘記，太過分了！,憤怒語調
你怎麼可以這麼自私，完全不顧別人的感受！,憤怒語調
我只是想要個解釋，這也太難了吧！,憤怒語調
為什麼大家都在努力，就你在偷懶？,憤怒語調
你這樣說話太沒禮貌了，實在讓人火大！,憤怒語調
這是什麼爛安排，完全沒考慮到實際情況！,憤怒語調
你居然連這麼簡單的事都搞砸了！,憤怒語調
我對你的信任就這樣被你辜負了！,憤怒語調
你怎麼可以在這個時候臨陣脫逃？,憤怒語調
每次說好的事情到最後都變卦，讓人怎麼相信你？,憤怒語調
我已經說得這麼明白了，你還聽不懂嗎！,憤怒語調
這根本不是我的錯，憑什麼要我承擔後果！,憤怒語調
我受夠了你的藉口，說到底就是不負責任！,憤怒語調
這麼重要的會議你居然遲到，太不專業了！,憤怒語調
你這樣亂搞，讓別人怎麼辦？,憤怒語調
我明明已經提醒過你，還要再犯錯幾次？,憤怒語調
你知不知道你的行為有多傷人？,憤怒語調
做事情不用心，還指望別人幫你收拾殘局？,憤怒語調
我真的不知道該怎麼和你溝通了！,憤怒語調
這麼大的問題你就當沒發生過嗎？,憤怒語調
你再這樣下去，誰還敢信任你？,憤怒語調
這份報告漏洞百出，你到底有沒有認真做？,憤怒語調
你總是把責任推給別人，自己卻從不承擔！,憤怒語調
我真不知道你到底在想什麼，這種事也能搞砸！,憤怒語調
你這樣擺爛，對得起所有努力的人嗎？,憤怒語調
這是最後一次警告，不要再挑戰我的耐心！,憤怒語調
我怎麼也想不到，事情會變成這樣。,悲傷語調
她走的那一刻，我感覺世界都靜止了。,悲傷語調
每次想到那段回憶，我都忍不住掉眼淚。,悲傷語調
我真的很努力了，但還是沒辦法挽回。,悲傷語調
為什麼好人總是沒辦法過得幸福？,悲傷語調
我再也見不到他了，這種感覺太痛苦了。,悲傷語調
一切都結束了，我卻什麼都改變不了。,悲傷語調
我們之間的距離，越來越遠了。,悲傷語調
明明只是想簡單地幸福，為什麼這麼難？,悲傷語調
他說離開是為了我們好，但我不明白為什麼。,悲傷語調
這是我第一次感受到，原來心碎是這麼痛。,悲傷語調
我們的夢想，終究沒能實現。,悲傷語調
我甚至連道別的機會都沒有。,悲傷語調
那些日子是那麼短暫，但卻讓人懷念到心痛。,悲傷語調
再也回不去以前的樣子了，這讓我無法接受。,悲傷語調
她的笑容還在眼前，但人卻已經不在了。,悲傷語調
我一直以為自己夠堅強，但這次真的撐不住了。,悲傷語調
他那句話，一直回響在我的腦海裡，揮之不去。,悲傷語調
如果時間能倒流，我一定不會放開你的手。,悲傷語調
這場雨讓我想起當初分手的那一天。,悲傷語調
看著他的背影消失，我的心像被掏空了一樣。,悲傷語調
明明那麼接近幸福，卻還是錯過了。,悲傷語調
這段關係終究還是沒能走到最後。,悲傷語調
有些傷口，看似癒合了，其實一直在痛。,悲傷語調
我一直告訴自己要忘記，但越想忘卻越記得清楚。,悲傷語調
我在笑著說再見，但心裡卻一直在哭。,悲傷語調
再怎麼努力，我還是留不住你。,悲傷語調
那些美好的回憶，現在只會讓人更加難過。,悲傷語調
我怎麼也想不到，他竟然會這麼快就離開我們。,悲傷語調
那天的陽光那麼好，但卻成了我最悲傷的一天。,悲傷語調
為什麼這件事到現在還沒解決呢？,疑問語調
你確定這是最好的選擇嗎？,疑問語調
我們是不是漏掉了什麼重要的細節？,疑問語調
這個方案真的可行嗎？,疑問語調
他為什麼突然不接電話了？,疑問語調
